-0.004020, -0.034211, 0.000000
-0.004142, -0.033452, 0.000000
-0.004276, -0.032694, 0.000000
-0.004424, -0.031938, 0.000000
-0.004583, -0.031183, 0.000000
-0.004755, -0.030430, 0.000000
-0.004938, -0.029680, 0.000000
-0.005134, -0.028932, 0.000000
-0.005340, -0.028188, 0.000000
-0.005558, -0.027447, 0.000000
-0.005787, -0.026710, 0.000000
-0.006026, -0.025978, 0.000000
-0.006275, -0.025250, 0.000000
-0.006535, -0.024528, 0.000000
-0.006805, -0.023811, 0.000000
-0.007084, -0.023101, 0.000000
-0.007373, -0.022397, 0.000000
-0.007671, -0.021701, 0.000000
-0.007978, -0.021013, 0.000000
-0.008293, -0.020332, 0.000000
-0.008618, -0.019661, 0.000000
-0.008951, -0.019000, 0.000000
-0.009292, -0.018348, 0.000000
-0.009641, -0.017708, 0.000000
-0.009999, -0.017078, 0.000000
-0.010365, -0.016461, 0.000000
-0.010739, -0.015856, 0.000000
-0.011122, -0.015265, 0.000000
-0.011513, -0.014687, 0.000000
-0.011912, -0.014124, 0.000000
-0.012321, -0.013575, 0.000000
-0.012738, -0.013042, 0.000000
-0.013165, -0.012524, 0.000000
-0.013601, -0.012022, 0.000000
-0.014048, -0.011535, 0.000000
-0.014505, -0.011065, 0.000000
-0.014972, -0.010611, 0.000000
-0.015451, -0.010173, 0.000000
-0.015940, -0.009750, 0.000000
-0.016441, -0.009343, 0.000000
-0.016954, -0.008951, 0.000000
-0.017478, -0.008574, 0.000000
-0.018013, -0.008212, 0.000000
-0.018560, -0.007864, 0.000000
-0.019118, -0.007529, 0.000000
-0.019688, -0.007208, 0.000000
-0.020268, -0.006900, 0.000000
-0.020859, -0.006605, 0.000000
-0.021460, -0.006323, 0.000000
-0.022071, -0.006053, 0.000000
-0.022691, -0.005794, 0.000000
-0.023320, -0.005548, 0.000000
-0.023958, -0.005314, 0.000000
-0.024604, -0.005091, 0.000000
-0.025258, -0.004879, 0.000000
-0.025919, -0.004679, 0.000000
-0.026587, -0.004490, 0.000000
-0.027262, -0.004312, 0.000000
-0.027942, -0.004146, 0.000000
-0.028628, -0.003991, 0.000000
-0.029319, -0.003848, 0.000000
-0.030015, -0.003715, 0.000000
-0.030715, -0.003594, 0.000000
-0.031419, -0.003484, 0.000000
-0.032127, -0.003386, 0.000000
-0.032838, -0.003299, 0.000000
-0.033552, -0.003223, 0.000000
-0.034268, -0.003159, 0.000000
-0.034986, -0.003106, 0.000000
-0.035707, -0.003065, 0.000000
-0.036428, -0.003035, 0.000000
-0.037151, -0.003017, 0.000000
-0.037875, -0.003011, 0.000000
-0.038599, -0.003016, 0.000000
-0.039323, -0.003033, 0.000000
-0.040048, -0.003062, 0.000000
-0.040771, -0.003103, 0.000000
-0.041495, -0.003155, 0.000000
-0.042217, -0.003219, 0.000000
-0.042937, -0.003295, 0.000000
-0.043657, -0.003383, 0.000000
-0.044374, -0.003482, 0.000000
-0.045089, -0.003593, 0.000000
-0.045802, -0.003716, 0.000000
-0.046512, -0.003851, 0.000000
-0.047220, -0.003998, 0.000000
-0.047924, -0.004156, 0.000000
-0.048624, -0.004326, 0.000000
-0.049321, -0.004507, 0.000000
-0.050014, -0.004700, 0.000000
-0.050703, -0.004905, 0.000000
-0.051387, -0.005122, 0.000000
-0.052066, -0.005349, 0.000000
-0.052741, -0.005589, 0.000000
-0.053410, -0.005839, 0.000000
-0.054074, -0.006101, 0.000000
-0.054732, -0.006374, 0.000000
-0.055385, -0.006658, 0.000000
-0.056031, -0.006954, 0.000000
-0.056671, -0.007260, 0.000000
-0.057304, -0.007577, 0.000000
-0.057930, -0.007905, 0.000000
-0.058550, -0.008244, 0.000000
-0.059162, -0.008593, 0.000000
-0.059766, -0.008953, 0.000000
-0.060363, -0.009323, 0.000000
-0.060953, -0.009703, 0.000000
-0.061534, -0.010093, 0.000000
-0.062106, -0.010494, 0.000000
-0.062670, -0.010904, 0.000000
-0.063226, -0.011324, 0.000000
-0.063773, -0.011754, 0.000000
-0.064310, -0.012193, 0.000000
-0.064839, -0.012641, 0.000000
-0.065357, -0.013099, 0.000000
-0.065867, -0.013565, 0.000000
-0.066366, -0.014041, 0.000000
-0.066855, -0.014525, 0.000000
-0.067335, -0.015017, 0.000000
-0.067804, -0.015518, 0.000000
-0.068262, -0.016027, 0.000000
-0.068710, -0.016544, 0.000000
-0.069147, -0.017069, 0.000000
-0.069573, -0.017601, 0.000000
-0.069988, -0.018141, 0.000000
-0.070391, -0.018688, 0.000000
-0.070784, -0.019242, 0.000000
-0.071164, -0.019803, 0.000000
-0.071533, -0.020371, 0.000000
-0.071890, -0.020945, 0.000000
-0.072235, -0.021526, 0.000000
-0.072569, -0.022112, 0.000000
-0.072890, -0.022704, 0.000000
-0.073198, -0.023302, 0.000000
-0.073494, -0.023905, 0.000000
-0.073778, -0.024514, 0.000000
-0.074049, -0.025127, 0.000000
-0.074307, -0.025745, 0.000000
-0.074553, -0.026368, 0.000000
-0.074785, -0.026995, 0.000000
-0.075005, -0.027626, 0.000000
-0.075211, -0.028261, 0.000000
-0.075404, -0.028899, 0.000000
-0.075584, -0.029541, 0.000000
-0.075751, -0.030186, 0.000000
-0.075904, -0.030834, 0.000000
-0.076044, -0.031484, 0.000000
-0.076170, -0.032137, 0.000000
-0.076283, -0.032792, 0.000000
-0.076382, -0.033450, 0.000000
-0.076467, -0.034108, 0.000000
-0.076539, -0.034769, 0.000000
-0.076597, -0.035430, 0.000000
-0.076641, -0.036092, 0.000000
-0.076672, -0.036756, 0.000000
-0.076688, -0.037419, 0.000000
-0.076691, -0.038083, 0.000000
-0.076680, -0.038747, 0.000000
-0.076655, -0.039411, 0.000000
-0.076617, -0.040074, 0.000000
-0.076564, -0.040736, 0.000000
-0.076498, -0.041397, 0.000000
-0.076418, -0.042058, 0.000000
-0.076324, -0.042716, 0.000000
-0.076216, -0.043373, 0.000000
-0.076094, -0.044028, 0.000000
-0.075959, -0.044681, 0.000000
-0.075810, -0.045331, 0.000000
-0.075647, -0.045978, 0.000000
-0.075470, -0.046623, 0.000000
-0.075280, -0.047264, 0.000000
-0.075077, -0.047902, 0.000000
-0.074860, -0.048537, 0.000000
-0.074629, -0.049167, 0.000000
-0.074386, -0.049793, 0.000000
-0.074129, -0.050415, 0.000000
-0.073858, -0.051032, 0.000000
-0.073575, -0.051645, 0.000000
-0.073278, -0.052252, 0.000000
-0.072969, -0.052854, 0.000000
-0.072646, -0.053450, 0.000000
